621378.0,7.731016296209251E-6,,,,,
1242756.0,1.2E-5,,,,,
1864135.0,2.0E-5,,,,,
2485513.0,2.3E-5,,,,,
3106891.0,2.5E-5,,,,,
3728270.0,3.4E-5,,,,,
4349648.0,3.8E-5,,,,,
4971026.0,4.3E-5,,,,,
5592405.0,5.1E-5,,,,,
6213783.0,5.5E-5,,,,,
6835162.0,5.9E-5,,,,,
7456540.0,6.8E-5,,,,,
8077918.0,6.9E-5,,,,,
8699297.0,7.4E-5,,,,,
9320675.0,7.9E-5,,,,,
9942053.0,8.5E-5,,,,,
1.0563432E7,9.0E-5,,,,,
1.118481E7,9.6E-5,,,,,
1.1806189E7,9.9E-5,,,,,
1.2427567E7,1.07E-4,,,,,
1.3048945E7,1.15E-4,,,,,
1.3670324E7,1.2E-4,,,,,
1.4291702E7,1.26E-4,,,,,
1.491308E7,1.32E-4,,,,,
1.5534459E7,1.38E-4,,,,,
1.6155837E7,1.42E-4,,,,,
