19418.0,400.8444741991966,,,,,
38836.0,104.24379441755073,,,,,
58254.0,103.84205376454835,,,,,
77672.0,90.88000823977752,,,,,
97090.0,105.33700690081368,,,,,
116508.0,258.770934184777,,,,,
135926.0,130.6954887218045,,,,,
155344.0,130.5024719332578,,,,,
174762.0,120.33468946338449,,,,,
194180.0,151.1831290555155,,,,,
213598.0,325.96482644968586,,,,,
233016.0,173.2200020599444,,,,,
252434.0,191.35302296837986,,,,,
271853.0,241.5200061795149,,,,,
291271.0,221.60114326913174,,,,,
310689.0,513.273612112473,,,,,
330107.0,460.9214131218457,,,,,
349525.0,383.69414975795655,,,,,
368943.0,740.9274899577712,,,,,
388361.0,995.0266247811309,,,,,
407779.0,1298.1782366876093,,,,,
427197.0,1876.6221032032136,,,,,
446615.0,2569.50999073025,,,,,
466033.0,4661.106859614791,,,,,
485451.0,5937.792975589659,,,,,
504869.0,16140.215676176744,,,,,
