19418.0,4.561001340478294E-6,,,,,
38836.0,7.045051696589349E-6,,,,,
58254.0,1.3E-5,,,,,
77672.0,1.6E-5,,,,,
97090.0,2.2E-5,,,,,
116508.0,3.1E-5,,,,,
135926.0,3.6E-5,,,,,
155344.0,4.1E-5,,,,,
174762.0,4.6E-5,,,,,
194180.0,4.7E-5,,,,,
213598.0,4.9E-5,,,,,
233016.0,5.0E-5,,,,,
252434.0,5.4E-5,,,,,
271853.0,6.0E-5,,,,,
291271.0,6.9E-5,,,,,
310689.0,7.2E-5,,,,,
330107.0,7.9E-5,,,,,
349525.0,8.5E-5,,,,,
368943.0,9.0E-5,,,,,
388361.0,9.2E-5,,,,,
407779.0,9.7E-5,,,,,
427197.0,1.01E-4,,,,,
446615.0,1.06E-4,,,,,
466033.0,1.09E-4,,,,,
485451.0,1.17E-4,,,,,
504869.0,1.24E-4,,,,,
