621378.0,41.60638690180295,,,,,
1242756.0,40.057251,,,,,
1864135.0,28.992068,,,,,
2485513.0,30.940631,,,,,
3106891.0,37.157595,,,,,
3728270.0,30.533747,,,,,
4349648.0,35.116092,,,,,
4971026.0,33.79738,,,,,
5592405.0,34.422276,,,,,
6213783.0,35.136447,,,,,
6835162.0,34.074596,,,,,
7456540.0,38.322381,,,,,
8077918.0,37.889511,,,,,
8699297.0,39.524132,,,,,
9320675.0,41.452077,,,,,
9942053.0,32.286962,,,,,
1.0563432E7,36.979132,,,,,
1.118481E7,42.313689,,,,,
1.1806189E7,50.485462,,,,,
1.2427567E7,58.038677,,,,,
1.3048945E7,72.742999,,,,,
1.3670324E7,92.360987,,,,,
1.4291702E7,135.231417,,,,,
1.491308E7,212.765438,,,,,
1.5534459E7,472.914443,,,,,
1.6155837E7,1807.708516,,,,,
